data;valor
08/28/2025;135.47
08/27/2025;138.91
08/26/2025;139.88
08/25/2025;138.95
08/22/2025;138.33
08/21/2025;141.43
08/20/2025;141.84
08/19/2025;138.89
08/18/2025;137.95
08/15/2025;136.45
08/14/2025;136.48
08/13/2025;133.94
08/12/2025;136.92
08/11/2025;138.41
08/08/2025;141.41
08/07/2025;144.83
08/06/2025;149.26
08/05/2025;150.75
08/04/2025;149.26
08/01/2025;151.97
07/31/2025;147.75
07/30/2025;150.26
07/29/2025;149.21
07/28/2025;147.26
07/25/2025;147.28
07/24/2025;144.83
07/23/2025;147.32
07/22/2025;147.23
07/21/2025;145.76
07/18/2025;145.75
07/17/2025;147.78
07/16/2025;150.15
07/15/2025;147.82
07/14/2025;147.76
07/11/2025;147.78
07/10/2025;147.76
07/09/2025;141.30
07/08/2025;144.81
07/07/2025;143.81
07/04/2025;139.37
07/03/2025;139.43
07/02/2025;144.79
07/01/2025;145.31
06/30/2025;147.70
06/27/2025;151.19
06/26/2025;152.09
06/25/2025;150.70
06/24/2025;149.69
06/23/2025;155.49
06/20/2025;156.55
06/19/2025;158.04
06/18/2025;156.08
06/17/2025;151.60
06/16/2025;151.20
06/13/2025;152.18
06/12/2025;149.62
06/11/2025;151.06
06/10/2025;154.58
06/09/2025;155.51
06/06/2025;157.24
06/05/2025;160.06
06/04/2025;156.44
06/03/2025;155.10
06/02/2025;157.10
05/30/2025;160.44
05/29/2025;161.39
05/28/2025;163.03
05/27/2025;162.94
05/26/2025;168.86
05/23/2025;168.78
05/22/2025;167.82
05/21/2025;164.99
05/20/2025;161.49
05/19/2025;165.37
05/16/2025;164.93
05/15/2025;164.77
05/14/2025;162.50
05/13/2025;161.97
05/12/2025;163.10
05/09/2025;177.07
05/08/2025;177.84
05/07/2025;177.63
05/06/2025;179.98
05/05/2025;179.57
05/02/2025;179.77
05/01/2025;182.10
04/30/2025;181.91
04/29/2025;180.45
04/28/2025;182.46
04/25/2025;182.49
04/24/2025;184.83
04/23/2025;191.31
04/22/2025;198.19
04/21/2025;194.03
04/18/2025;194.16
04/17/2025;194.17
04/16/2025;198.93
04/15/2025;191.18
04/14/2025;192.94
04/11/2025;198.35
04/10/2025;197.98
04/09/2025;185.90
04/08/2025;210.58
04/07/2025;200.24
04/04/2025;199.72
04/03/2025;188.78
04/02/2025;184.04
04/01/2025;182.86
03/31/2025;188.36
03/28/2025;185.17
03/27/2025;180.98
03/26/2025;181.99
03/25/2025;179.45
03/24/2025;182.63
03/21/2025;190.23
03/20/2025;189.73
03/19/2025;167.39
03/18/2025;170.39
03/17/2025;174.88
03/14/2025;173.96
03/13/2025;178.20
03/12/2025;174.93
03/11/2025;178.33
03/10/2025;178.08
03/07/2025;173.79
03/06/2025;173.83
03/05/2025;178.77
03/04/2025;184.09
03/03/2025;178.14
02/28/2025;176.29
02/27/2025;170.84
02/26/2025;170.75
02/25/2025;170.37
02/24/2025;168.29
02/21/2025;164.47
02/20/2025;164.46
02/19/2025;163.57
02/18/2025;165.93
02/17/2025;165.83
02/14/2025;167.79
02/13/2025;168.05
02/12/2025;171.85
02/11/2025;171.80
02/10/2025;170.93
02/07/2025;172.82
02/06/2025;172.67
02/05/2025;171.26
02/04/2025;177.28
02/03/2025;174.78
01/31/2025;177.15
01/30/2025;177.29
01/29/2025;178.71
01/28/2025;179.51
01/27/2025;173.72
01/24/2025;172.80
01/23/2025;175.29
01/22/2025;181.57
01/21/2025;180.59
01/20/2025;186.00
01/17/2025;187.34
01/16/2025;186.20
01/15/2025;192.29
01/14/2025;194.32
01/13/2025;197.49
01/10/2025;188.88
01/09/2025;192.75
01/08/2025;188.48
01/07/2025;192.35
01/06/2025;199.17
01/03/2025;208.95
01/02/2025;214.38
01/01/2025;214.31
12/31/2024;214.17
12/30/2024;205.02
12/27/2024;198.24
12/26/2024;198.24
12/25/2024;198.30
12/24/2024;198.35
12/23/2024;200.14
12/20/2024;208.05
12/19/2024;218.14
12/18/2024;187.02
12/17/2024;180.65
12/16/2024;172.43
12/13/2024;166.50
12/12/2024;163.04
12/11/2024;168.94
12/10/2024;172.87
12/09/2024;166.38
12/06/2024;164.48
12/05/2024;167.82
12/04/2024;170.86
12/03/2024;168.91
12/02/2024;161.46
11/29/2024;161.52
11/28/2024;157.98
11/27/2024;154.19
11/26/2024;153.02
11/25/2024;155.14
11/22/2024;154.17
11/21/2024;156.14
11/20/2024;158.03
11/19/2024;163.32
11/18/2024;166.33
11/15/2024;161.49
11/14/2024;159.45
11/13/2024;160.64
11/12/2024;153.49
11/11/2024;153.47
11/08/2024;153.44
11/07/2024;155.08
11/06/2024;165.03
11/05/2024;164.91
11/04/2024;160.90
11/01/2024;157.57
10/31/2024;154.19
10/30/2024;153.58
10/29/2024;157.09
10/28/2024;157.09
10/25/2024;157.02
10/24/2024;159.07
10/23/2024;156.09
10/22/2024;154.25
10/21/2024;150.15
10/18/2024;151.22
10/17/2024;154.09
10/16/2024;153.10
10/15/2024;155.10
10/14/2024;151.12
10/11/2024;151.12
10/10/2024;149.23
10/09/2024;150.41
10/08/2024;146.30
10/07/2024;143.49
10/04/2024;151.09
10/03/2024;151.09
10/02/2024;151.09
10/01/2024;153.03
09/30/2024;153.03
09/27/2024;153.16
09/26/2024;158.06
09/25/2024;155.01
09/24/2024;155.06
09/23/2024;155.06
09/20/2024;136.45
09/19/2024;147.36
09/18/2024;147.36
09/17/2024;151.22
09/16/2024;152.18
09/13/2024;152.23
09/12/2024;154.25
09/11/2024;157.07
09/10/2024;154.20
09/09/2024;156.07
09/06/2024;154.18
09/05/2024;154.06
09/04/2024;158.07
09/03/2024;149.28
09/02/2024;149.31
08/30/2024;144.87
08/29/2024;143.87
08/28/2024;141.89
08/27/2024;142.90
08/26/2024;145.24
08/23/2024;145.24
08/22/2024;146.26
08/21/2024;147.19
08/20/2024;145.30
08/19/2024;151.15
08/16/2024;150.34
08/15/2024;156.13
08/14/2024;160.92
08/13/2024;164.89
08/12/2024;163.96
08/09/2024;165.03
08/08/2024;170.90
08/07/2024;175.96
08/06/2024;176.81
08/05/2024;170.45
08/02/2024;162.89
08/01/2024;158.01
07/31/2024;156.16
07/30/2024;156.16
07/29/2024;155.11
07/26/2024;158.12
07/25/2024;159.08
07/24/2024;153.17
07/23/2024;153.22
07/22/2024;157.20
07/19/2024;152.22
07/18/2024;152.22
07/17/2024;148.24
07/16/2024;148.28
07/15/2024;145.28
07/12/2024;148.12
07/11/2024;147.29
07/10/2024;153.20
07/09/2024;153.21
07/08/2024;156.00
07/05/2024;162.03
07/04/2024;161.94
07/03/2024;168.84
07/02/2024;169.03
07/01/2024;169.97
06/28/2024;166.94
06/27/2024;164.14
06/26/2024;160.11
06/25/2024;161.07
06/24/2024;165.01
06/21/2024;162.10
06/20/2024;158.15
06/19/2024;158.04
06/18/2024;159.23
06/17/2024;158.11
06/14/2024;152.98
06/13/2024;200.49
06/12/2024;149.25
06/11/2024;146.37
06/10/2024;146.53
06/07/2024;144.37
06/06/2024;143.35
06/05/2024;144.80
06/04/2024;141.83
06/03/2024;143.35
05/31/2024;197.94
05/30/2024;197.96
05/29/2024;146.40
05/28/2024;146.34
05/27/2024;146.34
05/24/2024;148.38
05/23/2024;144.41
05/22/2024;140.40
05/21/2024;140.45
05/20/2024;139.47
05/17/2024;140.48
05/16/2024;141.29
05/15/2024;99.37
05/14/2024;138.93
05/13/2024;139.47
05/10/2024;138.42
05/09/2024;138.47
05/08/2024;135.48
05/07/2024;135.48
05/06/2024;137.36
05/03/2024;142.28
05/02/2024;144.23
05/01/2024;149.32
04/30/2024;146.24
04/29/2024;150.21
04/26/2024;154.24
04/25/2024;151.24
04/24/2024;152.14
04/23/2024;157.09
04/22/2024;162.02
04/19/2024;163.10
04/18/2024;161.94
04/17/2024;162.11
04/16/2024;159.15
04/15/2024;153.11
04/12/2024;148.26
04/11/2024;146.58
04/10/2024;142.30
04/09/2024;144.38
04/08/2024;147.40
04/05/2024;148.26
04/04/2024;145.31
04/03/2024;143.36
04/02/2024;140.51
04/01/2024;138.42
03/29/2024;138.47
03/28/2024;135.45
03/27/2024;133.48
03/26/2024;133.54
03/25/2024;135.42
03/22/2024;131.53
03/21/2024;135.41
03/20/2024;124.67
03/19/2024;124.70
03/18/2024;124.71
03/15/2024;123.75
03/14/2024;120.76
03/13/2024;124.72
03/12/2024;128.65
03/11/2024;129.60
03/08/2024;127.61
03/07/2024;128.63
03/06/2024;127.60
03/05/2024;124.71
03/04/2024;124.63
03/01/2024;124.66
02/29/2024;126.63
02/28/2024;126.66
02/27/2024;123.70
02/26/2024;122.68
02/23/2024;125.68
02/22/2024;132.58
02/21/2024;133.51
02/20/2024;130.57
02/19/2024;130.60
02/16/2024;131.53
02/15/2024;132.46
02/14/2024;135.63
02/13/2024;134.46
02/12/2024;135.49
02/09/2024;135.49
02/08/2024;133.51
02/07/2024;135.39
02/06/2024;137.53
02/05/2024;135.62
02/02/2024;135.41
02/01/2024;139.30
01/31/2024;136.49
01/30/2024;136.39
01/29/2024;137.46
01/26/2024;139.32
01/25/2024;140.41
01/24/2024;140.39
01/23/2024;135.43
01/22/2024;131.55
01/19/2024;132.51
01/18/2024;132.59
01/17/2024;130.58
01/16/2024;128.56
01/15/2024;128.48
01/12/2024;131.40
01/11/2024;132.46
01/10/2024;137.38
01/09/2024;139.33
01/08/2024;141.34
01/05/2024;142.37
01/04/2024;143.28
01/03/2024;139.43
01/02/2024;131.47
01/01/2024;131.47
12/29/2023;132.49
12/28/2023;132.40
12/27/2023;132.46
12/26/2023;132.45
12/25/2023;132.45
12/22/2023;134.41
12/21/2023;135.35
12/20/2023;135.39
12/19/2023;136.40
12/18/2023;137.41
12/15/2023;136.32
12/14/2023;140.06
12/13/2023;145.20
12/12/2023;145.21
12/11/2023;147.31
12/08/2023;148.14
12/07/2023;149.13
12/06/2023;146.12
12/05/2023;142.32
12/04/2023;153.55
12/01/2023;146.24
11/30/2023;142.17
11/29/2023;145.08
11/28/2023;146.11
11/27/2023;147.21
11/24/2023;147.19
11/23/2023;147.18
11/22/2023;146.12
11/21/2023;147.12
11/20/2023;152.04
11/17/2023;154.82
11/16/2023;157.05
11/15/2023;158.54
11/14/2023;165.71
11/13/2023;163.76
11/10/2023;166.87
11/09/2023;163.75
11/08/2023;165.64
11/07/2023;166.80
11/06/2023;160.56
11/03/2023;165.65
11/02/2023;174.18
11/01/2023;182.29
10/31/2023;183.28
10/30/2023;186.08
10/27/2023;185.93
10/26/2023;186.28
10/25/2023;184.22
10/24/2023;188.01
10/23/2023;190.82
10/20/2023;189.03
10/19/2023;185.23
10/18/2023;181.48
10/17/2023;179.36
10/16/2023;183.11
10/13/2023;180.41
10/12/2023;178.27
10/11/2023;180.92
10/10/2023;189.64
10/09/2023;190.10
10/06/2023;193.77
10/05/2023;194.64
10/04/2023;199.88
10/03/2023;190.24
10/02/2023;186.07
09/29/2023;185.00
09/28/2023;189.21
09/27/2023;185.15
09/26/2023;182.30
09/25/2023;180.20
09/22/2023;183.28
09/21/2023;180.37
09/20/2023;179.98
09/19/2023;163.82
09/18/2023;165.82
09/15/2023;165.82
09/14/2023;168.68
09/13/2023;171.71
09/12/2023;169.70
09/11/2023;168.75
09/08/2023;170.57
09/07/2023;171.77
09/06/2023;167.85
09/05/2023;164.81
09/04/2023;164.81
09/01/2023;167.67
08/31/2023;162.81
08/30/2023;163.62
08/29/2023;166.69
08/28/2023;173.67
08/25/2023;178.60
08/24/2023;176.37
08/23/2023;185.42
08/22/2023;188.45
08/21/2023;188.24
08/18/2023;186.29
08/17/2023;180.51
08/16/2023;180.46
08/15/2023;175.61
08/14/2023;170.72
08/11/2023;170.64
08/10/2023;173.55
08/09/2023;172.46
08/08/2023;171.54
08/07/2023;172.32
08/04/2023;174.57
08/03/2023;172.48
08/02/2023;165.75
08/01/2023;163.69
07/31/2023;162.65
07/28/2023;162.85
07/27/2023;164.56
07/26/2023;169.51
07/25/2023;170.53
07/24/2023;172.41
07/21/2023;175.50
07/20/2023;173.34
07/19/2023;175.32
07/18/2023;176.25
07/17/2023;177.48
07/14/2023;172.11
07/13/2023;175.97
07/12/2023;181.14
07/11/2023;180.95
07/10/2023;180.11
07/07/2023;181.30
07/06/2023;176.78
07/05/2023;174.22
07/04/2023;174.39
07/03/2023;173.35
06/30/2023;179.92
06/29/2023;178.09
06/28/2023;177.36
06/27/2023;178.12
06/26/2023;176.63
06/23/2023;174.41
06/22/2023;177.19
06/21/2023;180.03
06/20/2023;182.12
06/19/2023;182.19
06/16/2023;182.84
06/15/2023;186.99
06/14/2023;188.12
06/13/2023;190.71
06/12/2023;192.90
06/09/2023;194.54
06/08/2023;195.73
06/07/2023;196.58
06/06/2023;199.40
06/05/2023;201.82
06/02/2023;205.18
06/01/2023;209.05
05/31/2023;206.96
05/30/2023;207.24
05/29/2023;207.39
05/26/2023;211.42
05/25/2023;213.13
05/24/2023;213.02
05/23/2023;214.13
05/22/2023;215.15
05/19/2023;218.45
05/18/2023;237.45
05/17/2023;221.91
05/16/2023;221.95
05/15/2023;221.99
05/12/2023;222.02
05/11/2023;222.06
05/10/2023;225.47
05/09/2023;222.01
05/08/2023;221.17
05/05/2023;225.55
05/04/2023;219.48
05/03/2023;217.34
05/02/2023;213.38
05/01/2023;216.74
04/28/2023;224.79
04/27/2023;227.76
04/26/2023;226.93
04/25/2023;225.45
04/24/2023;226.72
04/21/2023;226.31
04/20/2023;221.97
04/19/2023;216.94
04/18/2023;214.32
04/17/2023;214.35
04/14/2023;215.06
04/13/2023;224.82
04/12/2023;224.80
04/11/2023;230.65
04/10/2023;230.97
04/07/2023;230.56
04/06/2023;227.45
04/05/2023;223.26
04/04/2023;220.62
04/03/2023;221.56
03/31/2023;228.50
03/30/2023;233.46
03/29/2023;237.40
03/28/2023;237.91
03/27/2023;244.86
03/24/2023;247.38
03/23/2023;243.19
03/22/2023;246.76
03/21/2023;259.10
03/20/2023;279.65
03/17/2023;238.77
03/16/2023;243.07
03/15/2023;234.38
03/14/2023;224.53
03/13/2023;224.50
03/10/2023;219.13
03/09/2023;215.71
03/08/2023;214.88
03/07/2023;207.82
03/06/2023;214.46
03/03/2023;223.49
03/02/2023;225.61
03/01/2023;229.30
02/28/2023;229.17
02/27/2023;232.54
02/24/2023;229.15
02/23/2023;235.10
02/22/2023;237.45
02/21/2023;228.14
02/20/2023;228.10
02/17/2023;222.38
02/16/2023;219.44
02/15/2023;222.68
02/14/2023;227.20
02/13/2023;232.21
02/10/2023;231.26
02/09/2023;228.06
02/08/2023;223.30
02/07/2023;227.67
02/06/2023;220.84
02/03/2023;214.48
02/02/2023;220.06
02/01/2023;226.89
01/31/2023;232.09
01/30/2023;228.08
01/27/2023;234.07
01/26/2023;238.66
01/25/2023;236.65
01/24/2023;240.87
01/23/2023;242.84
01/20/2023;242.75
01/19/2023;235.40
01/18/2023;238.65
01/17/2023;238.71
01/16/2023;238.89
01/13/2023;240.32
01/12/2023;243.39
01/11/2023;247.60
01/10/2023;247.31
01/09/2023;244.78
01/06/2023;258.45
01/05/2023;254.98
01/04/2023;253.90
01/03/2023;250.25
01/02/2023;250.46
12/30/2022;250.26
12/29/2022;251.35
12/28/2022;251.49
12/27/2022;252.20
12/26/2022;252.43
12/23/2022;251.41
12/22/2022;250.23
12/21/2022;257.33
12/20/2022;258.38
12/19/2022;254.14
12/16/2022;248.40
12/15/2022;243.30
12/14/2022;241.03
12/13/2022;244.56
12/12/2022;236.80
12/09/2022;239.82
12/08/2022;242.18
12/07/2022;245.26
12/06/2022;243.00
12/05/2022;231.74
12/02/2022;237.18
12/01/2022;252.93
11/30/2022;253.23
11/29/2022;261.73
11/28/2022;256.92
11/25/2022;256.78
11/24/2022;256.81
11/23/2022;261.15
11/22/2022;260.95
11/21/2022;268.00
11/18/2022;263.19
11/17/2022;260.68
11/16/2022;254.30
11/15/2022;254.05
11/14/2022;265.69
11/11/2022;264.41
11/10/2022;262.37
11/09/2022;256.90
11/08/2022;256.62
11/07/2022;256.62
11/04/2022;266.91
11/03/2022;268.75
11/02/2022;273.21
11/01/2022;272.61
10/31/2022;272.80
10/28/2022;279.51
10/27/2022;280.77
10/26/2022;276.77
10/25/2022;280.08
10/24/2022;284.24
10/21/2022;292.16
10/20/2022;295.23
10/19/2022;292.49
10/18/2022;301.14
10/17/2022;307.39
10/14/2022;300.10
10/13/2022;297.25
10/12/2022;294.61
10/11/2022;294.85
10/10/2022;294.93
10/07/2022;285.27
10/06/2022;284.26
10/05/2022;277.75
10/04/2022;282.23
10/03/2022;307.49
09/30/2022;306.56
09/29/2022;292.49
09/28/2022;308.84
09/27/2022;295.38
09/26/2022;278.57
09/23/2022;264.31
09/22/2022;261.06
09/21/2022;261.07
09/20/2022;236.32
09/19/2022;242.17
09/16/2022;242.17
09/15/2022;240.17
09/14/2022;232.27
09/13/2022;256.67
09/12/2022;232.27
09/09/2022;257.07
09/08/2022;256.67
09/07/2022;257.67
09/06/2022;257.07
09/05/2022;256.67
09/02/2022;256.67
09/01/2022;259.54
08/31/2022;257.55
08/30/2022;257.67
08/29/2022;256.57
08/26/2022;249.48
08/25/2022;251.73
08/24/2022;256.45
08/23/2022;271.52
08/22/2022;261.56
08/19/2022;251.43
08/18/2022;250.93
08/17/2022;245.87
08/16/2022;241.60
08/15/2022;238.83
08/12/2022;248.75
08/11/2022;247.48
08/10/2022;264.33
08/09/2022;259.02
08/08/2022;270.81
08/05/2022;268.77
08/04/2022;273.80
08/03/2022;281.51
08/02/2022;271.78
08/01/2022;269.87
07/29/2022;275.16
07/28/2022;280.26
07/27/2022;295.32
07/26/2022;287.54
07/25/2022;293.48
07/22/2022;291.40
07/21/2022;295.23
07/20/2022;309.25
07/19/2022;322.72
07/18/2022;320.31
07/15/2022;324.60
07/14/2022;314.97
07/13/2022;306.75
07/12/2022;295.93
07/11/2022;286.91
07/08/2022;286.79
07/07/2022;300.90
07/06/2022;297.88
07/05/2022;288.31
07/04/2022;290.31
07/01/2022;290.81
06/30/2022;292.02
06/29/2022;297.22
06/28/2022;281.34
06/27/2022;281.74
06/24/2022;289.06
06/23/2022;284.79
06/22/2022;276.63
06/21/2022;261.49
06/20/2022;261.19
06/17/2022;260.89
06/16/2022;261.29
06/15/2022;274.22
06/14/2022;270.18
06/13/2022;255.26
06/10/2022;248.73
06/09/2022;241.88
06/08/2022;236.76
06/07/2022;235.24
06/06/2022;229.19
06/03/2022;225.17
06/02/2022;222.55
06/01/2022;222.37
05/31/2022;220.51
05/30/2022;220.28
05/27/2022;222.22
05/26/2022;227.08
05/25/2022;238.49
05/24/2022;239.12
05/23/2022;246.59
05/20/2022;245.55
05/19/2022;244.60
05/18/2022;236.45
05/17/2022;239.68
05/16/2022;238.05
05/13/2022;242.39
05/12/2022;241.79
05/11/2022;241.79
05/10/2022;244.26
05/09/2022;234.20
05/06/2022;221.04
05/05/2022;221.04
05/04/2022;228.25
05/03/2022;232.24
05/02/2022;229.56
04/29/2022;219.08
04/28/2022;222.62
04/27/2022;225.88
04/26/2022;219.19
04/25/2022;220.38
04/22/2022;213.86
04/21/2022;208.60
04/20/2022;212.01
04/19/2022;217.11
04/18/2022;216.49
04/15/2022;216.74
04/14/2022;214.47
04/13/2022;217.17
04/12/2022;218.48
04/11/2022;212.81
04/08/2022;209.63
04/07/2022;206.65
04/06/2022;204.13
04/05/2022;200.76
04/04/2022;204.30
04/01/2022;205.95
